x1,y1,dx1,dy1,x2,y2,dx2,dy2,ans
47.29,92.8,0.99,0.0,78.07,80.22,0.56,0.0,ball_2
30.65,38.37,-0.22,0.0,49.34,58.77,0.77,0.0,ball_1
80.96,48.89,-0.35,0.0,3.35,3.46,-0.41,0.0,ball_2
17.38,43.04,0.81,0.0,18.77,79.51,-0.76,0.0,ball_1
9.87,38.34,0.62,0.0,83.49,38.34,0.41,0.0,same
11.09,8.85,0.25,0.0,17.52,8.85,-0.78,0.0,same
94.55,21.24,-0.9,0.0,48.45,33.1,-0.75,0.0,ball_1
77.84,46.02,0.67,0.0,95.34,51.48,0.5,0.0,ball_1
68.33,17.8,0.97,0.0,49.33,17.8,0.43,0.0,same
27.51,61.83,0.91,0.0,66.44,71.35,0.68,0.0,ball_1
30.49,51.85,-0.39,0.0,99.78,50.72,0.64,0.0,ball_2
30.43,94.98,0.6,0.0,1.64,57.04,-0.97,0.0,ball_2
74.79,7.09,-0.57,0.0,23.78,7.09,-0.58,0.0,same
32.91,92.45,-0.57,0.0,38.82,92.45,0.12,0.0,same
64.1,65.91,-0.06,0.0,46.3,33.18,-0.22,0.0,ball_2
78.2,33.62,0.38,0.0,68.34,89.81,0.89,0.0,ball_1
87.85,85.36,0.48,0.0,95.71,52.81,-0.71,0.0,ball_2
97.27,20.65,0.15,0.0,12.72,9.6,0.62,0.0,ball_2
27.06,34.3,0.55,0.0,8.58,29.38,-0.5,0.0,ball_2
43.31,59.63,0.88,0.0,77.45,16.48,0.88,0.0,ball_2
38.13,61.83,0.83,0.0,63.7,61.83,-0.91,0.0,same
3.33,26.7,-0.98,0.0,54.41,77.79,-0.3,0.0,ball_1
95.17,95.6,0.48,0.0,78.99,95.6,-0.92,0.0,same
80.86,9.65,0.31,0.0,27.84,41.43,0.03,0.0,ball_1
30.63,57.49,-0.37,0.0,37.88,8.38,0.04,0.0,ball_2
90.16,53.92,0.64,0.0,1.45,53.92,0.49,0.0,same
72.79,12.23,-0.07,0.0,76.89,63.29,0.56,0.0,ball_1
35.9,71.01,-0.43,0.0,30.42,14.59,0.59,0.0,ball_2
78.25,70.63,-0.63,0.0,5.19,54.71,-0.33,0.0,ball_2
68.95,88.44,0.08,0.0,50.62,28.39,-0.11,0.0,ball_2
57.78,54.71,0.09,0.0,23.01,82.88,0.89,0.0,ball_1
37.32,80.96,-0.29,0.0,87.47,77.02,-0.05,0.0,ball_2
43.37,42.12,-0.39,0.0,87.49,2.32,-0.28,0.0,ball_2
95.32,5.93,0.21,0.0,79.11,3.84,-0.25,0.0,ball_2
30.71,27.71,-0.9,0.0,10.3,27.71,0.33,0.0,same
49.93,0.31,-0.72,0.0,69.56,41.98,0.81,0.0,ball_1
51.73,44.09,-0.07,0.0,65.84,64.53,-0.07,0.0,ball_1
66.81,91.92,0.33,0.0,89.27,91.92,-0.57,0.0,same
22.24,12.65,-0.85,0.0,30.52,17.36,0.06,0.0,ball_1
26.21,60.56,0.59,0.0,79.02,52.57,-0.49,0.0,ball_2
27.6,9.62,0.92,0.0,56.09,6.29,0.58,0.0,ball_2
44.02,90.37,-0.57,0.0,11.81,51.97,0.04,0.0,ball_2
14.02,79.47,0.51,0.0,32.49,79.47,0.26,0.0,same
64.43,24.95,0.24,0.0,42.79,12.39,-0.37,0.0,ball_2
41.85,75.73,-0.89,0.0,45.97,95.09,0.02,0.0,ball_1
0.45,91.05,0.89,0.0,9.69,91.05,-0.18,0.0,same
51.88,33.83,0.72,0.0,52.86,64.3,0.36,0.0,ball_1
10.0,67.47,-0.02,0.0,41.44,18.32,0.59,0.0,ball_2
84.76,13.96,1.0,0.0,65.52,13.96,-0.93,0.0,same
15.89,87.33,0.89,0.0,37.33,29.4,-0.15,0.0,ball_2
44.21,58.17,-0.28,0.0,89.68,58.17,0.1,0.0,same
67.94,91.45,0.04,0.0,22.51,44.49,-0.96,0.0,ball_2
98.82,18.07,-0.47,0.0,16.96,30.81,-0.24,0.0,ball_1
53.71,12.22,0.69,0.0,85.25,55.0,0.86,0.0,ball_1
38.92,40.6,-0.02,0.0,38.39,81.12,-0.37,0.0,ball_1
54.42,60.28,-0.32,0.0,19.73,60.28,0.25,0.0,same
85.86,83.57,-0.61,0.0,32.1,71.16,-0.33,0.0,ball_2
34.34,69.58,-0.89,0.0,32.43,83.92,0.2,0.0,ball_1
9.31,49.5,-0.41,0.0,87.71,64.94,0.98,0.0,ball_1
99.04,12.1,0.86,0.0,57.62,98.03,0.67,0.0,ball_1
79.24,81.4,-0.87,0.0,9.59,90.24,-0.63,0.0,ball_1
98.43,59.68,-0.34,0.0,10.63,53.72,-0.76,0.0,ball_2
95.06,46.1,-0.39,0.0,27.39,17.31,0.36,0.0,ball_2
32.78,89.18,0.83,0.0,19.07,63.25,-0.34,0.0,ball_2
54.97,36.2,-0.21,0.0,0.41,24.49,-0.94,0.0,ball_2
81.59,46.2,-0.62,0.0,63.2,98.0,0.51,0.0,ball_1
11.77,71.25,0.85,0.0,2.9,39.11,0.21,0.0,ball_2
67.42,49.99,0.42,0.0,18.47,49.99,-0.76,0.0,same
83.26,25.05,-0.51,0.0,44.71,25.05,0.04,0.0,same
2.71,44.38,-0.2,0.0,2.03,65.87,0.24,0.0,ball_1
28.28,20.57,-0.31,0.0,6.5,20.57,-0.24,0.0,same
86.1,1.52,0.16,0.0,1.56,13.86,-0.65,0.0,ball_1
62.11,35.26,-1.0,0.0,60.93,9.11,0.52,0.0,ball_2
90.23,85.5,0.07,0.0,76.94,85.5,0.91,0.0,same
78.85,86.84,0.4,0.0,87.91,54.91,-0.4,0.0,ball_2
95.61,83.04,-0.44,0.0,96.44,85.0,-0.78,0.0,ball_1
18.03,67.48,0.02,0.0,0.23,81.48,-0.46,0.0,ball_1
71.76,18.99,0.81,0.0,25.89,0.47,-0.01,0.0,ball_2
0.42,87.42,-0.42,0.0,27.79,87.42,-0.3,0.0,same
96.55,31.1,-0.11,0.0,36.8,21.82,0.34,0.0,ball_2
39.82,30.66,-0.67,0.0,31.39,28.21,0.89,0.0,ball_2
68.3,22.61,0.83,0.0,38.81,42.36,-0.31,0.0,ball_1
98.4,42.99,0.96,0.0,77.82,42.99,-0.73,0.0,same
73.6,93.25,0.56,0.0,67.83,42.82,0.29,0.0,ball_2
20.18,68.69,-0.09,0.0,51.22,12.79,-0.06,0.0,ball_2
3.01,66.67,-0.13,0.0,74.26,25.05,-0.34,0.0,ball_2
71.94,93.64,-0.5,0.0,20.56,74.74,-0.77,0.0,ball_2
38.44,37.89,-0.58,0.0,9.28,7.38,-0.15,0.0,ball_2
16.82,41.18,0.86,0.0,66.51,98.85,0.56,0.0,ball_1
51.47,76.53,0.4,0.0,88.33,24.92,0.09,0.0,ball_2
71.84,48.26,-0.54,0.0,80.41,48.26,0.09,0.0,same
41.09,45.3,0.22,0.0,25.54,45.3,0.35,0.0,same
51.52,85.71,-0.26,0.0,9.78,85.71,0.55,0.0,same
68.07,56.35,-0.58,0.0,29.08,56.35,-0.0,0.0,same
35.81,98.99,0.87,0.0,20.54,8.39,-0.68,0.0,ball_2
78.26,85.03,0.06,0.0,35.65,0.79,0.56,0.0,ball_2
57.6,76.68,-0.23,0.0,61.95,76.68,0.62,0.0,same
8.47,16.43,-0.95,0.0,7.17,43.85,0.9,0.0,ball_1
63.93,77.99,0.37,0.0,81.65,63.9,0.72,0.0,ball_2
21.58,62.8,-0.96,0.0,9.4,22.73,-0.85,0.0,ball_2
29.1,14.47,-0.45,0.0,73.27,79.82,0.12,0.0,ball_1
25.38,74.51,-0.35,0.0,29.08,66.81,-0.33,0.0,ball_2
59.09,36.34,-0.93,0.0,8.57,16.95,-0.64,0.0,ball_2
99.76,26.14,0.56,0.0,33.07,91.96,-0.01,0.0,ball_1
60.51,89.35,-0.67,0.0,54.83,89.35,-0.33,0.0,same
15.44,95.13,-0.97,0.0,81.03,36.9,-0.26,0.0,ball_2
29.63,60.96,-0.54,0.0,2.39,76.26,0.43,0.0,ball_1
0.24,18.07,0.72,0.0,91.6,45.5,-0.77,0.0,ball_1
95.87,84.1,-0.41,0.0,10.05,81.07,0.2,0.0,ball_2
72.89,17.01,-0.12,0.0,26.05,60.07,0.83,0.0,ball_1
46.18,5.64,0.95,0.0,42.42,5.64,0.16,0.0,same
65.18,96.21,0.25,0.0,72.76,99.18,0.87,0.0,ball_1
6.28,54.09,-0.16,0.0,7.95,84.45,-0.28,0.0,ball_1
76.98,2.93,0.73,0.0,19.93,2.93,-0.51,0.0,same
41.17,47.03,-0.44,0.0,71.98,76.15,0.55,0.0,ball_1
18.17,70.26,0.54,0.0,52.21,16.38,0.25,0.0,ball_2
77.74,79.4,0.22,0.0,30.04,51.0,0.95,0.0,ball_2
36.54,59.53,-0.51,0.0,61.28,59.53,-0.97,0.0,same
26.4,97.92,0.46,0.0,85.38,31.74,-0.63,0.0,ball_2
55.46,19.92,0.94,0.0,50.09,88.71,0.22,0.0,ball_1
2.03,11.91,-1.0,0.0,88.05,11.91,0.62,0.0,same
26.76,0.68,0.22,0.0,24.92,33.04,-0.16,0.0,ball_1
15.52,81.95,0.91,0.0,25.57,44.41,-0.83,0.0,ball_2
97.37,8.14,-0.2,0.0,12.71,8.14,-0.29,0.0,same
35.07,88.98,-0.28,0.0,83.3,23.94,-0.82,0.0,ball_2
9.48,75.8,-0.13,0.0,22.28,81.9,0.73,0.0,ball_1
98.33,70.43,-0.62,0.0,33.18,30.43,0.73,0.0,ball_2
49.92,1.49,-0.72,0.0,17.72,91.53,0.22,0.0,ball_1
22.61,34.23,0.63,0.0,14.08,65.62,-0.63,0.0,ball_1
66.24,76.75,-0.12,0.0,1.39,75.78,0.88,0.0,ball_2
85.64,95.62,-0.79,0.0,12.62,59.55,0.73,0.0,ball_2
40.61,89.04,-0.12,0.0,81.08,89.04,0.16,0.0,same
22.28,97.86,0.19,0.0,83.59,97.86,0.13,0.0,same
34.68,94.0,-0.66,0.0,86.92,94.0,-0.16,0.0,same
19.45,9.45,-0.4,0.0,50.07,98.34,-0.74,0.0,ball_1
82.19,57.21,0.73,0.0,99.37,82.55,-0.67,0.0,ball_1
56.96,58.65,-0.04,0.0,85.69,14.63,-0.61,0.0,ball_2
28.42,88.61,0.57,0.0,96.32,88.19,0.11,0.0,ball_2
65.03,72.33,0.63,0.0,88.68,99.49,0.76,0.0,ball_1
27.28,0.43,-0.05,0.0,81.51,5.17,-0.16,0.0,ball_1
17.64,60.05,-0.21,0.0,20.3,11.85,0.56,0.0,ball_2
61.94,64.03,0.29,0.0,93.56,25.89,0.5,0.0,ball_2
87.46,18.14,0.45,0.0,98.83,16.05,0.85,0.0,ball_2
56.03,33.94,-0.4,0.0,44.34,33.94,0.42,0.0,same
90.89,78.0,0.27,0.0,95.02,67.45,0.49,0.0,ball_2
18.71,29.69,0.71,0.0,53.61,29.69,0.76,0.0,same
94.08,58.04,0.71,0.0,30.65,66.32,0.58,0.0,ball_1
46.82,42.59,-0.87,0.0,7.18,77.48,0.8,0.0,ball_1
78.04,88.43,-0.87,0.0,80.41,0.43,0.99,0.0,ball_2
57.78,48.73,-0.88,0.0,32.66,72.89,0.81,0.0,ball_1
7.38,82.79,-0.21,0.0,79.99,82.79,0.92,0.0,same
88.57,43.95,0.27,0.0,66.1,32.96,0.78,0.0,ball_2
60.56,96.89,-0.81,0.0,96.42,96.89,0.69,0.0,same
70.61,81.51,0.95,0.0,31.73,81.51,0.39,0.0,same
45.37,66.01,0.15,0.0,45.57,29.75,0.37,0.0,ball_2
18.79,93.97,-0.74,0.0,55.19,16.28,-0.77,0.0,ball_2
23.46,7.09,0.04,0.0,46.73,52.78,-0.68,0.0,ball_1
91.11,11.24,0.55,0.0,1.66,86.43,-0.36,0.0,ball_1
78.44,46.99,0.91,0.0,77.56,37.81,0.46,0.0,ball_2
35.05,39.3,-0.41,0.0,91.94,68.76,0.35,0.0,ball_1
49.74,86.96,0.36,0.0,90.87,86.96,0.59,0.0,same
68.15,12.99,-0.36,0.0,90.74,52.8,0.45,0.0,ball_1
86.87,32.03,0.49,0.0,53.65,72.98,-0.41,0.0,ball_1
96.02,8.71,-0.15,0.0,32.07,38.3,0.29,0.0,ball_1
38.6,10.71,-0.45,0.0,75.3,91.27,0.42,0.0,ball_1
64.05,27.78,-0.54,0.0,17.8,65.96,-0.46,0.0,ball_1
20.86,65.49,0.35,0.0,82.51,28.24,-0.85,0.0,ball_2
44.02,52.89,-0.29,0.0,94.94,8.81,0.57,0.0,ball_2
69.26,34.79,0.9,0.0,84.53,93.76,0.47,0.0,ball_1
41.29,72.36,-0.54,0.0,54.16,72.36,0.51,0.0,same
73.8,81.82,-0.67,0.0,20.97,28.41,-0.09,0.0,ball_2
86.09,34.34,0.59,0.0,50.33,59.86,-0.74,0.0,ball_1
17.02,80.98,-0.79,0.0,65.93,0.08,0.75,0.0,ball_2
62.61,52.8,-0.19,0.0,65.99,52.8,-0.51,0.0,same
8.61,31.71,0.05,0.0,41.6,90.64,0.86,0.0,ball_1
31.72,87.78,-0.98,0.0,7.19,85.76,0.45,0.0,ball_2
96.65,54.44,-0.37,0.0,6.22,89.08,-0.95,0.0,ball_1
20.36,39.2,0.47,0.0,36.35,65.71,-0.09,0.0,ball_1
74.67,81.17,0.9,0.0,38.09,7.81,-0.66,0.0,ball_2
84.83,13.95,0.83,0.0,6.37,61.28,0.07,0.0,ball_1
56.58,55.63,-0.93,0.0,38.95,20.74,-0.88,0.0,ball_2
7.1,83.61,0.94,0.0,97.32,20.38,-0.28,0.0,ball_2
59.69,82.83,0.37,0.0,3.46,66.4,-0.21,0.0,ball_2
7.87,79.93,1.0,0.0,14.12,79.93,-0.48,0.0,same
7.02,23.77,-0.99,0.0,77.74,25.27,-0.37,0.0,ball_1
66.42,64.82,0.75,0.0,81.33,47.94,0.56,0.0,ball_2
6.15,49.52,-0.88,0.0,2.51,90.42,-0.89,0.0,ball_1
41.9,65.38,-0.35,0.0,52.14,69.21,0.73,0.0,ball_1
88.06,58.5,-0.81,0.0,21.67,2.66,0.7,0.0,ball_2
39.03,31.57,-0.28,0.0,98.71,45.66,-0.51,0.0,ball_1
58.69,92.46,0.02,0.0,57.63,64.19,-0.22,0.0,ball_2
95.4,99.53,-0.52,0.0,16.97,99.53,-0.43,0.0,same
9.38,12.9,-0.13,0.0,41.0,61.25,0.51,0.0,ball_1
74.87,84.73,-0.09,0.0,46.7,73.94,0.74,0.0,ball_2
2.27,15.71,-0.93,0.0,77.22,15.71,0.28,0.0,same
52.01,98.67,0.46,0.0,7.87,26.23,0.85,0.0,ball_2
25.69,71.61,-0.65,0.0,49.66,89.32,-0.35,0.0,ball_1
19.27,59.3,0.76,0.0,97.91,28.24,0.7,0.0,ball_2
23.96,87.67,0.0,0.0,69.05,87.67,0.21,0.0,same
44.15,27.9,0.59,0.0,31.87,27.9,-0.68,0.0,same
97.47,40.29,-0.93,0.0,54.2,42.05,0.27,0.0,ball_1
84.67,89.55,0.63,0.0,83.4,42.97,-0.92,0.0,ball_2
35.28,67.01,0.94,0.0,53.09,67.01,-0.62,0.0,same
26.37,1.66,-0.61,0.0,19.85,22.4,-0.25,0.0,ball_1
69.58,37.57,-0.71,0.0,79.57,53.29,-0.12,0.0,ball_1
13.51,61.84,-0.71,0.0,38.67,61.84,0.42,0.0,same
43.31,39.53,0.81,0.0,45.52,6.95,-0.94,0.0,ball_2
22.88,63.07,-0.4,0.0,37.08,98.39,0.06,0.0,ball_1
19.54,3.5,-0.27,0.0,94.66,16.49,0.09,0.0,ball_1
4.41,76.33,-0.17,0.0,91.91,87.56,0.24,0.0,ball_1
31.31,27.17,-0.53,0.0,18.89,29.99,0.04,0.0,ball_1
4.77,85.09,0.05,0.0,17.13,1.61,0.38,0.0,ball_2
13.68,97.07,0.27,0.0,7.19,0.56,0.43,0.0,ball_2
91.24,17.35,-0.36,0.0,27.13,74.56,-0.23,0.0,ball_1
81.25,96.4,-0.25,0.0,77.72,96.4,0.18,0.0,same
82.34,61.42,0.64,0.0,56.24,61.42,0.18,0.0,same
2.73,94.66,0.74,0.0,47.37,76.43,-0.09,0.0,ball_2
76.89,67.89,0.02,0.0,27.52,97.27,-0.41,0.0,ball_1
56.31,62.24,0.33,0.0,25.72,62.24,-0.06,0.0,same
66.29,47.98,-0.58,0.0,50.82,80.63,0.62,0.0,ball_1
23.96,42.36,-0.57,0.0,54.18,64.68,-0.1,0.0,ball_1
50.1,92.63,-0.99,0.0,28.79,16.37,0.3,0.0,ball_2
33.62,80.75,-0.23,0.0,29.96,1.64,-0.61,0.0,ball_2
57.93,51.18,-0.21,0.0,37.23,36.74,0.21,0.0,ball_2
54.07,94.56,-0.27,0.0,99.46,94.56,0.03,0.0,same
39.32,30.04,-0.54,0.0,42.14,67.88,0.07,0.0,ball_1
87.78,17.58,0.1,0.0,16.31,28.27,-0.35,0.0,ball_1
62.36,21.98,-0.09,0.0,95.27,77.92,-0.34,0.0,ball_1
13.5,26.04,-0.94,0.0,80.75,3.21,0.01,0.0,ball_2
8.21,96.34,0.68,0.0,79.17,96.34,-0.04,0.0,same
44.97,91.85,0.86,0.0,54.37,91.85,0.54,0.0,same
76.14,61.59,0.95,0.0,84.39,61.59,0.18,0.0,same
84.5,93.36,-0.25,0.0,51.9,61.9,0.85,0.0,ball_2
55.55,27.43,-0.3,0.0,53.28,27.43,-0.28,0.0,same
28.05,90.64,-0.5,0.0,58.3,5.89,-0.12,0.0,ball_2
50.91,99.9,-0.16,0.0,64.53,66.06,-0.66,0.0,ball_2
99.59,83.83,0.36,0.0,95.31,77.57,0.73,0.0,ball_2
40.32,95.4,-0.82,0.0,83.02,4.58,-0.75,0.0,ball_2
47.88,65.61,0.34,0.0,48.89,65.61,0.34,0.0,same
80.49,84.09,-0.17,0.0,68.01,71.57,-0.24,0.0,ball_2
29.84,34.64,0.8,0.0,92.34,10.33,-0.22,0.0,ball_2
28.8,50.14,-0.86,0.0,17.49,16.54,-0.22,0.0,ball_2
54.44,34.53,0.33,0.0,75.16,39.86,-0.51,0.0,ball_1
89.53,22.36,0.67,0.0,30.69,22.36,-0.09,0.0,same
38.15,29.92,-0.24,0.0,23.92,39.15,0.89,0.0,ball_1
70.01,87.2,-0.49,0.0,6.6,81.21,-0.05,0.0,ball_2
94.97,60.88,-0.18,0.0,33.91,61.98,0.27,0.0,ball_1
62.71,36.4,0.21,0.0,60.58,29.64,0.41,0.0,ball_2
46.35,60.81,0.9,0.0,67.55,60.81,-0.36,0.0,same
72.0,44.14,0.5,0.0,51.4,88.31,0.74,0.0,ball_1
35.89,73.99,0.63,0.0,79.86,96.3,0.42,0.0,ball_1
43.05,68.38,-0.63,0.0,38.91,39.27,0.81,0.0,ball_2
7.25,38.31,-0.12,0.0,14.91,48.93,0.14,0.0,ball_1
67.92,79.33,0.78,0.0,80.97,49.27,-0.08,0.0,ball_2
85.34,39.68,-0.2,0.0,89.83,12.08,0.13,0.0,ball_2
75.81,22.25,0.54,0.0,4.74,17.08,0.93,0.0,ball_2
10.44,13.98,-0.05,0.0,83.84,93.22,0.43,0.0,ball_1
82.77,13.12,0.79,0.0,87.1,9.2,0.03,0.0,ball_2
77.59,5.9,0.5,0.0,60.11,5.9,0.2,0.0,same
31.46,10.28,0.83,0.0,99.07,16.76,0.74,0.0,ball_1
12.52,40.75,0.59,0.0,90.07,72.98,0.3,0.0,ball_1
6.35,37.06,0.73,0.0,94.91,62.29,0.49,0.0,ball_1
75.01,24.06,-0.58,0.0,1.89,14.08,0.01,0.0,ball_2
71.6,90.59,-0.51,0.0,33.62,55.58,-0.44,0.0,ball_2
3.38,18.4,-0.85,0.0,26.53,11.2,-0.16,0.0,ball_2
63.95,75.28,0.07,0.0,52.13,75.28,0.56,0.0,same
3.33,63.92,-0.76,0.0,94.94,63.92,-0.99,0.0,same
1.36,61.47,-0.14,0.0,59.11,61.47,0.79,0.0,same
60.1,49.34,0.21,0.0,75.38,55.02,0.27,0.0,ball_1
62.89,69.49,0.48,0.0,41.07,3.01,-0.34,0.0,ball_2
94.03,19.9,-0.2,0.0,62.17,5.61,-0.9,0.0,ball_2
67.43,73.56,-0.1,0.0,62.73,35.71,-0.98,0.0,ball_2
87.84,87.99,0.69,0.0,59.27,87.99,0.34,0.0,same
18.18,57.78,-0.44,0.0,6.48,70.2,0.94,0.0,ball_1
59.43,96.3,0.06,0.0,95.17,0.05,0.48,0.0,ball_2
6.02,15.36,0.38,0.0,94.48,14.57,0.91,0.0,ball_2
50.08,9.78,-0.56,0.0,45.92,4.41,-0.26,0.0,ball_2
50.14,67.82,-0.71,0.0,63.91,65.32,-0.64,0.0,ball_2
57.61,50.8,0.67,0.0,42.21,12.82,0.51,0.0,ball_2
81.82,87.61,0.54,0.0,85.78,91.91,0.18,0.0,ball_1
66.26,19.38,-0.58,0.0,23.73,74.06,-0.38,0.0,ball_1
38.01,13.72,0.97,0.0,1.89,13.72,0.41,0.0,same
89.25,76.53,0.33,0.0,72.0,98.88,0.97,0.0,ball_1
13.89,94.07,0.16,0.0,56.72,21.24,0.89,0.0,ball_2
61.74,54.99,-0.02,0.0,27.79,54.99,0.92,0.0,same
12.92,68.32,0.03,0.0,24.57,98.98,0.57,0.0,ball_1
74.46,44.74,-0.27,0.0,63.96,75.11,0.46,0.0,ball_1
40.87,97.74,0.03,0.0,61.01,12.81,-0.95,0.0,ball_2
54.0,72.34,-0.25,0.0,99.84,20.99,-0.44,0.0,ball_2
88.7,28.19,-0.73,0.0,44.39,28.19,0.35,0.0,same
93.07,59.02,0.63,0.0,44.59,62.31,-0.06,0.0,ball_1
99.3,96.35,0.19,0.0,17.06,96.35,0.56,0.0,same
57.24,28.72,-0.75,0.0,42.14,35.49,-0.39,0.0,ball_1
24.41,84.01,-0.13,0.0,18.91,84.01,-0.43,0.0,same
13.47,3.84,-0.24,0.0,2.56,23.14,0.48,0.0,ball_1
29.78,23.84,-0.04,0.0,49.88,53.4,0.83,0.0,ball_1
34.02,7.97,-0.99,0.0,62.17,45.18,-0.51,0.0,ball_1
89.13,5.01,-0.6,0.0,16.19,95.79,0.12,0.0,ball_1
26.57,28.78,-0.21,0.0,79.96,48.95,0.41,0.0,ball_1
18.89,31.26,0.81,0.0,46.51,53.99,0.76,0.0,ball_1
72.03,56.13,0.76,0.0,15.2,48.96,0.46,0.0,ball_2
9.43,9.76,-0.85,0.0,39.04,9.76,0.85,0.0,same
75.57,52.8,-0.45,0.0,56.73,14.01,0.16,0.0,ball_2
61.8,88.63,-0.99,0.0,8.4,81.41,-0.04,0.0,ball_2
89.71,71.6,-0.79,0.0,97.3,62.8,0.94,0.0,ball_2
48.94,90.88,-0.57,0.0,27.96,7.1,-0.37,0.0,ball_2
31.3,88.26,0.12,0.0,81.09,34.67,-0.98,0.0,ball_2
42.13,24.45,-0.8,0.0,35.98,50.73,-0.62,0.0,ball_1
0.92,87.62,0.68,0.0,71.82,87.62,0.65,0.0,same
62.65,52.47,0.3,0.0,11.31,93.22,0.65,0.0,ball_1
27.06,22.01,-0.5,0.0,84.61,65.4,-0.01,0.0,ball_1
61.79,50.85,0.52,0.0,67.19,72.92,0.82,0.0,ball_1
90.81,59.18,0.53,0.0,40.79,13.09,0.67,0.0,ball_2
50.16,58.82,0.67,0.0,94.56,57.19,-0.1,0.0,ball_2
31.99,79.99,-0.12,0.0,5.35,79.99,0.34,0.0,same
38.34,33.34,0.18,0.0,85.09,40.86,0.42,0.0,ball_1
57.77,33.55,0.57,0.0,6.97,54.97,-0.28,0.0,ball_1
38.53,67.41,-0.77,0.0,8.38,92.37,0.85,0.0,ball_1
64.18,66.8,-0.69,0.0,59.6,2.73,-0.92,0.0,ball_2
13.67,58.59,0.92,0.0,75.1,28.44,-0.25,0.0,ball_2
40.09,7.61,0.24,0.0,6.24,62.68,-0.2,0.0,ball_1
55.62,4.54,0.16,0.0,42.26,4.54,-0.2,0.0,same
59.93,27.61,-0.3,0.0,9.17,77.06,0.74,0.0,ball_1
94.46,6.09,-0.9,0.0,92.12,27.47,-0.13,0.0,ball_1
25.87,70.16,-0.97,0.0,94.2,70.16,-0.52,0.0,same
31.84,15.84,0.56,0.0,17.66,5.7,-0.1,0.0,ball_2
8.95,40.69,-0.79,0.0,20.46,91.56,-0.96,0.0,ball_1
85.17,79.84,0.01,0.0,4.46,81.75,0.01,0.0,ball_1
20.13,62.29,0.0,0.0,33.61,15.81,0.9,0.0,ball_2
2.78,60.38,-0.76,0.0,15.31,53.77,-0.29,0.0,ball_2
13.09,40.31,-0.81,0.0,14.36,85.08,-0.57,0.0,ball_1
47.8,98.03,-0.88,0.0,88.95,70.01,0.34,0.0,ball_2
65.5,73.86,-0.74,0.0,59.7,73.86,-0.3,0.0,same
82.24,98.02,-0.04,0.0,99.43,26.83,-0.11,0.0,ball_2
42.89,20.46,-0.19,0.0,58.18,20.46,-0.08,0.0,same
80.47,87.28,-0.32,0.0,7.12,77.5,0.1,0.0,ball_2
23.11,50.33,0.8,0.0,53.27,70.94,0.4,0.0,ball_1
22.52,77.99,-0.94,0.0,98.45,77.99,0.52,0.0,same
21.55,43.53,0.72,0.0,14.65,40.23,0.68,0.0,ball_2
85.5,69.62,-0.42,0.0,74.72,78.61,0.73,0.0,ball_1
17.38,33.64,0.63,0.0,53.68,33.64,-0.61,0.0,same
27.11,29.81,0.84,0.0,53.2,76.06,-0.8,0.0,ball_1
93.24,83.98,-0.45,0.0,66.6,83.98,-0.36,0.0,same
59.18,97.92,-0.78,0.0,16.13,59.77,-0.81,0.0,ball_2
29.57,3.81,0.93,0.0,74.18,56.61,-0.97,0.0,ball_1
55.25,63.18,-0.11,0.0,81.67,63.18,-0.86,0.0,same
57.97,80.58,-0.97,0.0,97.26,80.58,-0.06,0.0,same
76.65,14.94,-0.25,0.0,21.59,69.5,-0.36,0.0,ball_1
15.68,82.21,0.96,0.0,28.4,17.53,-0.89,0.0,ball_2
67.97,0.16,0.47,0.0,68.06,58.51,-0.26,0.0,ball_1
77.54,17.54,-0.21,0.0,53.72,61.42,-0.01,0.0,ball_1
8.4,25.45,-0.27,0.0,49.62,76.35,-0.57,0.0,ball_1
54.39,31.36,-0.03,0.0,46.05,15.18,-0.05,0.0,ball_2
42.71,37.54,-0.99,0.0,91.84,37.54,0.87,0.0,same
25.89,19.42,0.1,0.0,39.12,5.49,0.02,0.0,ball_2
21.0,69.9,-0.81,0.0,41.69,69.9,-0.94,0.0,same
45.91,45.1,-0.92,0.0,39.39,45.1,0.32,0.0,same
9.57,71.43,0.79,0.0,27.64,0.73,-0.24,0.0,ball_2
57.96,66.62,0.77,0.0,31.49,66.62,-0.65,0.0,same
99.56,34.31,0.94,0.0,28.02,70.98,-0.24,0.0,ball_1
7.0,85.83,-0.96,0.0,52.94,40.48,-0.64,0.0,ball_2
8.18,96.24,-0.91,0.0,17.9,67.48,-0.43,0.0,ball_2
23.91,64.42,-0.26,0.0,56.57,16.36,-0.22,0.0,ball_2
94.63,13.19,-0.74,0.0,59.84,38.19,0.64,0.0,ball_1
85.54,88.91,0.92,0.0,4.07,52.16,0.31,0.0,ball_2
99.25,61.25,-0.29,0.0,69.11,7.67,0.77,0.0,ball_2
38.22,34.83,0.47,0.0,85.55,73.52,0.64,0.0,ball_1
13.05,49.59,0.71,0.0,74.95,49.59,-0.2,0.0,same
19.76,42.62,0.66,0.0,6.69,96.08,0.95,0.0,ball_1
42.97,21.37,-0.77,0.0,45.04,71.44,0.93,0.0,ball_1
84.73,19.15,0.85,0.0,53.27,19.15,-0.38,0.0,same
10.26,0.83,-0.55,0.0,67.28,18.69,-0.81,0.0,ball_1
75.09,12.6,0.13,0.0,15.31,48.1,0.63,0.0,ball_1
98.82,61.59,-0.37,0.0,16.33,61.59,-0.49,0.0,same
